id,channel,direction,source_agent,target_agent,event_type,related_code,title,summary,payload_json,status,created_at
171,fabric,inbound,옷감사,플랫폼,agent_report_import,염료,원자재 입고 보고,옷감사 염료 입고. 공급사 Korea Dye Works. 납기 2026-09-21 / 실제 2026-09-22 / 지연 1일,"{'company_id': 1, 'company_name': '옷감사', 'material': '염료', 'material_display_name': '염료', 'qty': 10879.5, 'unit': 'kg', 'weight_kg': 10879.5, 'quantity_basis': 'agent_logic_required_qty_plus_buffer', 'supplier': 'Korea Dye Works', 'supplier_company': 'Korea Dye Works', 'arrival_date': '2026-09-22', 'due_date': '2026-09-21', 'order_date': '2026-08-07', 'delay_days': 1, 'bl_number': 'BL-MAT-0171', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '옷감사 공장', 'round_trip_candidate': False, 'round_trip_target_shipment_id': None, 'free_storage_until': None, 'risk_stage': 'normal_variation', 'report_id': 'demo-MAT-0171'}",수신완료,2026-09-22T09:00:00
172,label,inbound,케어라벨사,플랫폼,agent_report_import,라벨원단,원자재 입고 보고,케어라벨사 라벨원단 입고. 공급사 Stable Label Backup. 납기 2026-09-21 / 실제 2026-09-25 / 지연 4일,"{'company_id': 2, 'company_name': '케어라벨사', 'material': '라벨원단', 'material_display_name': '라벨원단', 'qty': 17609.0, 'unit': 'm', 'weight_kg': 440.225, 'quantity_basis': 'agent_logic_required_qty_plus_buffer', 'supplier': 'Stable Label Backup', 'supplier_company': 'Stable Label Backup', 'arrival_date': '2026-09-25', 'due_date': '2026-09-21', 'order_date': '2026-08-07', 'delay_days': 4, 'bl_number': 'BL-MAT-0172', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '케어라벨사 공장', 'round_trip_candidate': False, 'round_trip_target_shipment_id': None, 'free_storage_until': None, 'risk_stage': 'normal_variation', 'report_id': 'demo-MAT-0172'}",수신완료,2026-09-25T09:00:00
173,label,inbound,케어라벨사,플랫폼,agent_report_import,잉크,원자재 입고 보고,케어라벨사 잉크 입고. 공급사 Korea Ink Supply. 납기 2026-09-21 / 실제 2026-09-25 / 지연 4일,"{'company_id': 2, 'company_name': '케어라벨사', 'material': '잉크', 'material_display_name': '잉크', 'qty': 50.0, 'unit': '통', 'weight_kg': 5.0, 'quantity_basis': 'agent_logic_required_qty_plus_buffer', 'supplier': 'Korea Ink Supply', 'supplier_company': 'Korea Ink Supply', 'arrival_date': '2026-09-25', 'due_date': '2026-09-21', 'order_date': '2026-08-07', 'delay_days': 4, 'bl_number': 'BL-MAT-0173', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '케어라벨사 공장', 'round_trip_candidate': False, 'round_trip_target_shipment_id': None, 'free_storage_until': None, 'risk_stage': 'normal_variation', 'report_id': 'demo-MAT-0173'}",수신완료,2026-09-25T09:00:00
174,zipper,inbound,지퍼단추사,플랫폼,agent_report_import,플라스틱원료,원자재 입고 보고,지퍼단추사 플라스틱원료 입고. 공급사 Ningbo Resin Parts. 납기 2026-09-21 / 실제 2026-09-24 / 지연 3일,"{'company_id': 3, 'company_name': '지퍼단추사', 'material': '플라스틱원료', 'material_display_name': '플라스틱원료', 'qty': 661.3, 'unit': 'kg', 'weight_kg': 661.3, 'quantity_basis': 'agent_logic_required_qty_plus_buffer', 'supplier': 'Ningbo Resin Parts', 'supplier_company': 'Ningbo Resin Parts', 'arrival_date': '2026-09-24', 'due_date': '2026-09-21', 'order_date': '2026-08-07', 'delay_days': 3, 'bl_number': 'BL-MAT-0174', 'port_of_loading': 'Shanghai', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '지퍼단추사 공장', 'round_trip_candidate': False, 'round_trip_target_shipment_id': None, 'free_storage_until': None, 'risk_stage': 'normal_variation', 'report_id': 'demo-MAT-0174'}",수신완료,2026-09-24T09:00:00
175,zipper,inbound,지퍼단추사,플랫폼,agent_report_import,금속원료,원자재 입고 보고,지퍼단추사 금속원료 입고. 공급사 Incheon Metal Backup. 납기 2026-09-21 / 실제 2026-09-25 / 지연 4일,"{'company_id': 3, 'company_name': '지퍼단추사', 'material': '금속원료', 'material_display_name': '금속원료', 'qty': 1527.5, 'unit': 'kg', 'weight_kg': 1527.5, 'quantity_basis': 'agent_logic_required_qty_plus_buffer', 'supplier': 'Incheon Metal Backup', 'supplier_company': 'Incheon Metal Backup', 'arrival_date': '2026-09-25', 'due_date': '2026-09-21', 'order_date': '2026-08-07', 'delay_days': 4, 'bl_number': 'BL-MAT-0175', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '지퍼단추사 공장', 'round_trip_candidate': False, 'round_trip_target_shipment_id': None, 'free_storage_until': None, 'risk_stage': 'normal_variation', 'report_id': 'demo-MAT-0175'}",수신완료,2026-09-25T09:00:00
176,zipper,inbound,지퍼단추사,플랫폼,agent_report_import,지퍼테이프,원자재 입고 보고,지퍼단추사 지퍼테이프 입고. 공급사 Shenzhen Zipper Tape. 납기 2026-09-21 / 실제 2026-09-22 / 지연 1일,"{'company_id': 3, 'company_name': '지퍼단추사', 'material': '지퍼테이프', 'material_display_name': '지퍼테이프', 'qty': 181289.0, 'unit': 'm', 'weight_kg': None, 'quantity_basis': 'agent_logic_required_qty_plus_buffer', 'supplier': 'Shenzhen Zipper Tape', 'supplier_company': 'Shenzhen Zipper Tape', 'arrival_date': '2026-09-22', 'due_date': '2026-09-21', 'order_date': '2026-08-07', 'delay_days': 1, 'bl_number': 'BL-MAT-0176', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '지퍼단추사 공장', 'round_trip_candidate': False, 'round_trip_target_shipment_id': None, 'free_storage_until': None, 'risk_stage': 'normal_variation', 'report_id': 'demo-MAT-0176'}",수신완료,2026-09-22T09:00:00
177,label,inbound,케어라벨사,플랫폼,agent_report_import,라벨원단,원자재 입고 보고,케어라벨사 라벨원단 입고. 공급사 Stable Label Backup. 납기 2026-07-01 / 실제 2026-07-01 / 지연 0일,"{'company_id': 2, 'company_name': '케어라벨사', 'material': '라벨원단', 'material_display_name': '라벨원단', 'qty': 661.0, 'unit': 'm', 'weight_kg': 16.525, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Stable Label Backup', 'supplier_company': 'Stable Label Backup', 'arrival_date': '2026-07-01', 'due_date': '2026-07-01', 'order_date': '2026-05-17', 'delay_days': 0, 'bl_number': 'BL-MAT-0177', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '케어라벨사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-01', 'free_storage_until': '2026-07-03', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0177'}",수신완료,2026-07-01T09:00:00
178,fabric,inbound,옷감사,플랫폼,agent_report_import,울 원사,원자재 입고 보고,옷감사 울 원사 입고. 공급사 Ulaan Wool Trading. 납기 2026-07-02 / 실제 2026-07-02 / 지연 0일,"{'company_id': 1, 'company_name': '옷감사', 'material': '울 원사', 'material_display_name': '울 원사', 'qty': 11548.0, 'unit': 'kg', 'weight_kg': 11548.0, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Ulaan Wool Trading', 'supplier_company': 'Ulaan Wool Trading', 'arrival_date': '2026-07-02', 'due_date': '2026-07-02', 'order_date': '2026-05-18', 'delay_days': 0, 'bl_number': 'BL-MAT-0178', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '옷감사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-01', 'free_storage_until': '2026-07-04', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0178'}",수신완료,2026-07-02T09:00:00
179,label,inbound,케어라벨사,플랫폼,agent_report_import,라벨원단,원자재 입고 보고,케어라벨사 라벨원단 입고. 공급사 Stable Label Backup. 납기 2026-07-10 / 실제 2026-07-10 / 지연 0일,"{'company_id': 2, 'company_name': '케어라벨사', 'material': '라벨원단', 'material_display_name': '라벨원단', 'qty': 691.0, 'unit': 'm', 'weight_kg': 17.275, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Stable Label Backup', 'supplier_company': 'Stable Label Backup', 'arrival_date': '2026-07-10', 'due_date': '2026-07-10', 'order_date': '2026-05-26', 'delay_days': 0, 'bl_number': 'BL-MAT-0179', 'port_of_loading': 'Busan', 'port_of_discharge': 'Incheon, Republic of Korea', 'receiving_company_location': '케어라벨사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-02', 'free_storage_until': '2026-07-12', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0179'}",수신완료,2026-07-10T09:00:00
180,zipper,inbound,지퍼단추사,플랫폼,agent_report_import,지퍼테이프,원자재 입고 보고,지퍼단추사 지퍼테이프 입고. 공급사 Shenzhen Zipper Tape. 납기 2026-07-08 / 실제 2026-07-08 / 지연 0일,"{'company_id': 3, 'company_name': '지퍼단추사', 'material': '지퍼테이프', 'material_display_name': '지퍼테이프', 'qty': 19172.0, 'unit': 'm', 'weight_kg': None, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Shenzhen Zipper Tape', 'supplier_company': 'Shenzhen Zipper Tape', 'arrival_date': '2026-07-08', 'due_date': '2026-07-08', 'order_date': '2026-05-24', 'delay_days': 0, 'bl_number': 'BL-MAT-0180', 'port_of_loading': 'Busan', 'port_of_discharge': 'Incheon, Republic of Korea', 'receiving_company_location': '지퍼단추사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-02', 'free_storage_until': '2026-07-10', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0180'}",수신완료,2026-07-08T09:00:00
181,fabric,inbound,옷감사,플랫폼,agent_report_import,면 원사,원자재 입고 보고,옷감사 면 원사 입고. 공급사 Vietnam Yarn Backup. 납기 2026-07-16 / 실제 2026-07-16 / 지연 0일,"{'company_id': 1, 'company_name': '옷감사', 'material': '면 원사', 'material_display_name': '면 원사', 'qty': 4293.0, 'unit': 'kg', 'weight_kg': 4293.0, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Vietnam Yarn Backup', 'supplier_company': 'Vietnam Yarn Backup', 'arrival_date': '2026-07-16', 'due_date': '2026-07-16', 'order_date': '2026-06-01', 'delay_days': 0, 'bl_number': 'BL-MAT-0181', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '옷감사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-03', 'free_storage_until': '2026-07-18', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0181'}",수신완료,2026-07-16T09:00:00
182,label,inbound,케어라벨사,플랫폼,agent_report_import,라벨원단,원자재 입고 보고,케어라벨사 라벨원단 입고. 공급사 Stable Label Backup. 납기 2026-07-17 / 실제 2026-07-17 / 지연 0일,"{'company_id': 2, 'company_name': '케어라벨사', 'material': '라벨원단', 'material_display_name': '라벨원단', 'qty': 644.0, 'unit': 'm', 'weight_kg': 16.1, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Stable Label Backup', 'supplier_company': 'Stable Label Backup', 'arrival_date': '2026-07-17', 'due_date': '2026-07-17', 'order_date': '2026-06-02', 'delay_days': 0, 'bl_number': 'BL-MAT-0182', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '케어라벨사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-03', 'free_storage_until': '2026-07-19', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0182'}",수신완료,2026-07-17T09:00:00
183,zipper,inbound,지퍼단추사,플랫폼,agent_report_import,플라스틱원료,원자재 입고 보고,지퍼단추사 플라스틱원료 입고. 공급사 Ningbo Resin Parts. 납기 2026-07-15 / 실제 2026-07-15 / 지연 0일,"{'company_id': 3, 'company_name': '지퍼단추사', 'material': '플라스틱원료', 'material_display_name': '플라스틱원료', 'qty': 120.0, 'unit': 'kg', 'weight_kg': 120.0, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Ningbo Resin Parts', 'supplier_company': 'Ningbo Resin Parts', 'arrival_date': '2026-07-15', 'due_date': '2026-07-15', 'order_date': '2026-05-31', 'delay_days': 0, 'bl_number': 'BL-MAT-0183', 'port_of_loading': 'Shanghai', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '지퍼단추사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-03', 'free_storage_until': '2026-07-17', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0183'}",수신완료,2026-07-15T09:00:00
184,label,inbound,케어라벨사,플랫폼,agent_report_import,라벨원단,원자재 입고 보고,케어라벨사 라벨원단 입고. 공급사 Stable Label Backup. 납기 2026-07-23 / 실제 2026-07-23 / 지연 0일,"{'company_id': 2, 'company_name': '케어라벨사', 'material': '라벨원단', 'material_display_name': '라벨원단', 'qty': 776.0, 'unit': 'm', 'weight_kg': 19.4, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Stable Label Backup', 'supplier_company': 'Stable Label Backup', 'arrival_date': '2026-07-23', 'due_date': '2026-07-23', 'order_date': '2026-06-08', 'delay_days': 0, 'bl_number': 'BL-MAT-0184', 'port_of_loading': 'Busan', 'port_of_discharge': 'Incheon, Republic of Korea', 'receiving_company_location': '케어라벨사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-04', 'free_storage_until': '2026-07-25', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0184'}",수신완료,2026-07-23T09:00:00
185,fabric,inbound,옷감사,플랫폼,agent_report_import,폴리에스터 원사,원자재 입고 보고,옷감사 폴리에스터 원사 입고. 공급사 Sino Poly Fiber. 납기 2026-07-31 / 실제 2026-07-31 / 지연 0일,"{'company_id': 1, 'company_name': '옷감사', 'material': '폴리에스터 원사', 'material_display_name': '폴리에스터 원사', 'qty': 3010.0, 'unit': 'kg', 'weight_kg': 3010.0, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Sino Poly Fiber', 'supplier_company': 'Sino Poly Fiber', 'arrival_date': '2026-07-31', 'due_date': '2026-07-31', 'order_date': '2026-06-16', 'delay_days': 0, 'bl_number': 'BL-MAT-0185', 'port_of_loading': 'Busan', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '옷감사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-05', 'free_storage_until': '2026-08-02', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0185'}",수신완료,2026-07-31T09:00:00
186,zipper,inbound,지퍼단추사,플랫폼,agent_report_import,플라스틱원료,원자재 입고 보고,지퍼단추사 플라스틱원료 입고. 공급사 Ningbo Resin Parts. 납기 2026-07-29 / 실제 2026-07-29 / 지연 0일,"{'company_id': 3, 'company_name': '지퍼단추사', 'material': '플라스틱원료', 'material_display_name': '플라스틱원료', 'qty': 120.0, 'unit': 'kg', 'weight_kg': 120.0, 'quantity_basis': 'round_trip_demo_partial_bl_under_free_port_storage', 'supplier': 'Ningbo Resin Parts', 'supplier_company': 'Ningbo Resin Parts', 'arrival_date': '2026-07-29', 'due_date': '2026-07-29', 'order_date': '2026-06-14', 'delay_days': 0, 'bl_number': 'BL-MAT-0186', 'port_of_loading': 'Shanghai', 'port_of_discharge': 'Busan, Republic of Korea', 'receiving_company_location': '지퍼단추사 공장', 'round_trip_candidate': True, 'round_trip_target_shipment_id': 'SHP-202607-05', 'free_storage_until': '2026-07-31', 'risk_stage': 'round_trip_candidate', 'report_id': 'demo-MAT-0186'}",수신완료,2026-07-29T09:00:00
187,label,inbound,케어라벨사,플랫폼,collected_release,W2WPL07BE,출고완료 보고,"SHP-202301-01 여름 여성 바지 32,343장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '바지', 'label_code': 'W2WPL07BE', 'quantity': 32343, 'unit': '장', 'due_date': '2023-01-08', 'release_date': '2023-01-08', 'report_batch_due_date': '2023-01-08', 'completed_release_count': 3, 'completed_release_qty_total': 32343, 'shipment_total_weight_kg': 32.343, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 32.343, 'fabric_weight_kg': 15524.6, 'zipper_button_weight_kg': 161.715, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WPL07BE', 'release_qty': 51748.8, 'unit': '야드', 'weight_kg': 15524.6, 'due_date': '2023-01-08', 'release_date': '2022-12-18', 'started_at': '2022-12-04', 'finished_at': '2022-12-18', 'due_buffer_days': 21, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WPL07BE', 'release_qty': 32343.0, 'unit': '장', 'weight_kg': 32.343, 'due_date': '2023-01-08', 'release_date': '2022-12-13', 'started_at': '2022-12-09', 'finished_at': '2022-12-13', 'due_buffer_days': 26, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WPL07BE', 'release_qty': 32343.0, 'unit': '개', 'weight_kg': 161.715, 'due_date': '2023-01-08', 'release_date': '2022-12-15', 'started_at': '2022-12-06', 'finished_at': '2022-12-15', 'due_buffer_days': 24, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202301-01.csv', 'content_type': 'text/csv', 'period_from': '2023-01-08', 'period_to': '2023-01-08', 'total_qty': 32343, 'total_weight_kg': 32.343, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '여성', 'fabric': '린넨', 'garment_type': '바지', 'color': '베이지'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202301-01 여름 여성 바지 32,343장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202301-01'}",수신완료,2023-01-08T17:00:00
188,label,inbound,케어라벨사,플랫폼,collected_release,W1MTP05BE,출고완료 보고,"SHP-202301-02 봄 남성 티셔츠 32,046장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '티셔츠', 'label_code': 'W1MTP05BE', 'quantity': 32046, 'unit': '장', 'due_date': '2023-01-18', 'release_date': '2023-01-18', 'report_batch_due_date': '2023-01-18', 'completed_release_count': 3, 'completed_release_qty_total': 32046, 'shipment_total_weight_kg': 32.046, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 32.046, 'fabric_weight_kg': 11536.6, 'zipper_button_weight_kg': 160.23, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W1MTP05BE', 'release_qty': 38455.2, 'unit': '야드', 'weight_kg': 11536.6, 'due_date': '2023-01-18', 'release_date': '2022-12-30', 'started_at': '2022-12-17', 'finished_at': '2022-12-30', 'due_buffer_days': 19, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W1MTP05BE', 'release_qty': 32046.0, 'unit': '장', 'weight_kg': 32.046, 'due_date': '2023-01-18', 'release_date': '2022-12-25', 'started_at': '2022-12-18', 'finished_at': '2022-12-25', 'due_buffer_days': 24, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W1MTP05BE', 'release_qty': 32046.0, 'unit': '개', 'weight_kg': 160.23, 'due_date': '2023-01-18', 'release_date': '2022-12-20', 'started_at': '2022-12-14', 'finished_at': '2022-12-20', 'due_buffer_days': 29, 'is_late': 'N'}], 'export_port': '인천항', 'packing_list': {'filename': 'packing_list_SHP-202301-02.csv', 'content_type': 'text/csv', 'period_from': '2023-01-18', 'period_to': '2023-01-18', 'total_qty': 32046, 'total_weight_kg': 32.046, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '봄', 'gender': '남성', 'fabric': '폴리에스터', 'garment_type': '티셔츠', 'color': '베이지'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202301-02 봄 남성 티셔츠 32,046장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202301-02'}",수신완료,2023-01-18T17:00:00
189,label,inbound,케어라벨사,플랫폼,collected_release,W2WTL06WH,출고완료 보고,"SHP-202301-03 여름 여성 티셔츠 30,857장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '티셔츠', 'label_code': 'W2WTL06WH', 'quantity': 30857, 'unit': '장', 'due_date': '2023-01-27', 'release_date': '2023-01-27', 'report_batch_due_date': '2023-01-27', 'completed_release_count': 3, 'completed_release_qty_total': 30857, 'shipment_total_weight_kg': 30.857, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 30.857, 'fabric_weight_kg': 11108.5, 'zipper_button_weight_kg': 154.285, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WTL06WH', 'release_qty': 37028.4, 'unit': '야드', 'weight_kg': 11108.5, 'due_date': '2023-01-27', 'release_date': '2023-01-02', 'started_at': '2022-12-22', 'finished_at': '2023-01-02', 'due_buffer_days': 25, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WTL06WH', 'release_qty': 30857.0, 'unit': '장', 'weight_kg': 30.857, 'due_date': '2023-01-27', 'release_date': '2023-01-08', 'started_at': '2023-01-01', 'finished_at': '2023-01-08', 'due_buffer_days': 19, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WTL06WH', 'release_qty': 30857.0, 'unit': '개', 'weight_kg': 154.285, 'due_date': '2023-01-27', 'release_date': '2022-12-27', 'started_at': '2022-12-20', 'finished_at': '2022-12-27', 'due_buffer_days': 31, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202301-03.csv', 'content_type': 'text/csv', 'period_from': '2023-01-27', 'period_to': '2023-01-27', 'total_qty': 30857, 'total_weight_kg': 30.857, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '여성', 'fabric': '린넨', 'garment_type': '티셔츠', 'color': '화이트'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202301-03 여름 여성 티셔츠 30,857장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202301-03'}",수신완료,2023-01-27T17:00:00
190,label,inbound,케어라벨사,플랫폼,collected_release,W2WPM10GY,출고완료 보고,"SHP-202302-01 여름 여성 바지 36,769장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '바지', 'label_code': 'W2WPM10GY', 'quantity': 36769, 'unit': '장', 'due_date': '2023-02-07', 'release_date': '2023-02-07', 'report_batch_due_date': '2023-02-07', 'completed_release_count': 3, 'completed_release_qty_total': 36769, 'shipment_total_weight_kg': 36.769, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 36.769, 'fabric_weight_kg': 17649.1, 'zipper_button_weight_kg': 183.845, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W2WPM10GY', 'release_qty': 58830.4, 'unit': '야드', 'weight_kg': 17649.1, 'due_date': '2023-02-07', 'release_date': '2023-01-17', 'started_at': '2023-01-06', 'finished_at': '2023-01-17', 'due_buffer_days': 21, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W2WPM10GY', 'release_qty': 36769.0, 'unit': '장', 'weight_kg': 36.769, 'due_date': '2023-02-07', 'release_date': '2023-01-18', 'started_at': '2023-01-12', 'finished_at': '2023-01-18', 'due_buffer_days': 20, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W2WPM10GY', 'release_qty': 36769.0, 'unit': '개', 'weight_kg': 183.845, 'due_date': '2023-02-07', 'release_date': '2023-01-13', 'started_at': '2023-01-04', 'finished_at': '2023-01-13', 'due_buffer_days': 25, 'is_late': 'N'}], 'export_port': '부산항', 'packing_list': {'filename': 'packing_list_SHP-202302-01.csv', 'content_type': 'text/csv', 'period_from': '2023-02-07', 'period_to': '2023-02-07', 'total_qty': 36769, 'total_weight_kg': 36.769, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '여름', 'gender': '여성', 'fabric': '혼방', 'garment_type': '바지', 'color': '그레이'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202302-01 여름 여성 바지 36,769장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202302-01'}",수신완료,2023-02-07T17:00:00
191,label,inbound,케어라벨사,플랫폼,collected_release,W3MJW01NV,출고완료 보고,"SHP-202302-02 가을 남성 재킷 30,813장 출고","{'company_id': 2, 'company_name': '케어라벨사', 'item_name': '재킷', 'label_code': 'W3MJW01NV', 'quantity': 30813, 'unit': '장', 'due_date': '2023-02-15', 'release_date': '2023-02-15', 'report_batch_due_date': '2023-02-15', 'completed_release_count': 3, 'completed_release_qty_total': 30813, 'shipment_total_weight_kg': 30.813, 'shipment_box_count_total': 4, 'shipment_weight_basis': 'label_agent: 1000pcs=1kg; fabric_agent: 0.3kg/yard; zipper_agent: 5g/pcs', 'label_weight_kg': 30.813, 'fabric_weight_kg': 19412.2, 'zipper_button_weight_kg': 308.13, 'completed_release_list': [{'company_name': '옷감사', 'label_code': 'W3MJW01NV', 'release_qty': 64707.3, 'unit': '야드', 'weight_kg': 19412.2, 'due_date': '2023-02-15', 'release_date': '2023-01-19', 'started_at': '2023-01-07', 'finished_at': '2023-01-19', 'due_buffer_days': 27, 'is_late': 'N'}, {'company_name': '케어라벨사', 'label_code': 'W3MJW01NV', 'release_qty': 30813.0, 'unit': '장', 'weight_kg': 30.813, 'due_date': '2023-02-15', 'release_date': '2023-01-19', 'started_at': '2023-01-12', 'finished_at': '2023-01-19', 'due_buffer_days': 27, 'is_late': 'N'}, {'company_name': '지퍼단추사', 'label_code': 'W3MJW01NV', 'release_qty': 61626.0, 'unit': '개', 'weight_kg': 308.13, 'due_date': '2023-02-15', 'release_date': '2023-01-20', 'started_at': '2023-01-11', 'finished_at': '2023-01-20', 'due_buffer_days': 26, 'is_late': 'N'}], 'export_port': '인천항', 'packing_list': {'filename': 'packing_list_SHP-202302-02.csv', 'content_type': 'text/csv', 'period_from': '2023-02-15', 'period_to': '2023-02-15', 'total_qty': 30813, 'total_weight_kg': 30.813, 'label_code_count': 1, 'csv_base64': '', 'csv_size_bytes': 0}, 'apparel_info': {'target_retail_year': 2024, 'season': '가을', 'gender': '남성', 'fabric': '울', 'garment_type': '재킷', 'color': '네이비'}, 'ai_report': {'analysis_type': 'demo_rule_based', 'uses_openai': False, 'summary': 'SHP-202302-02 가을 남성 재킷 30,813장 출고'}, 'scenario_tag': 'smooth', 'report_id': 'demo-SHP-202302-02'}",수신완료,2023-02-15T17:00:00
